gratis	adj:free|adv:free
multimedia	n:multimedia|adj:multimedia
palo	n:stake
helios	n:Helios
heracles	n:Heracles
hermes	n:Hermes
hestia	n:Hestia
afro	n:afro
diana	n:Diana
minerva	n:Minerva
durable	adj:durable
etruria	n:Etruria
aclarar	v:to set things straight
acostar	v:to go to bed
afeitar	v:to shave
aligerar	v:to lighten
almorzar	v:to have dinner
ñoquis	n:gnocchi
ñu	n:gnu
microonda	n:microwave
wolframio	n:tungsten
tungsteno	n:tungsten
hablar	v:to talk
funky	n:funky|adj:funky
apagar	v:to go out
noventa	n:ninety
adquirir	v:to buy
amate	n:fig tree
vago	n:wanderer|adj:vague
vaga	n:female equivalent of vago
asir	v:to grab
aunar	v:to join
avergonzar	v:to shame
tirar	v:to go somewhere
nadar	v:to be swimming in
llamar	v:to be called
topless	adj:topless
faltar	v:to be lacking
orbicular	n:orbicular muscle|adj:orbicular
ardor	n:ardor/ardour
farmacia	n:drugstore
medicina	n:medicine
bula	n:bull
groove	n:groove
servir	v:to be of use
sois	v:you are
hasta	adv:even|prep:until
abraham	n:Abraham
gadget	n:gadget
bulimia	n:bulimia
tutorial	n:tutorial|adj:tutorial
compatible	adj:compatible
cultura	n:culture
dirigible	n:dirigible
larval	adj:larval
riel	n:rail
boca	n:mouth
morena	n:moray
moreno	n:a person with dark hair|adj:dark-colored
prieta	n:blood sausage
vamos	?:let's go!
cruz	n:cross
polonia	n:Poland
shopping	n:shopping
genial	adj:genial
dixit	prep:Said by
jedi	n:Jedi
focaccia	n:focaccia
tomo	n:tome
antibacterial	adj:antibacterial
sacerdotal	adj:sacerdotal
carlos	n:a male given name
keith	n:a female given name.
nevera	n:refrigerator
botella	n:bottle
residual	adj:residual
vitiligo	n:vitiligo
dolina	n:doline
convoy	n:convoy
serbia	n:Serbia
fandom	n:fandom
madrigal	n:madrigal
para-	?:para-
caca	n:Caca
chopped	n:synonym of chóped
mailing	n:mailing list
catafalco	n:catafalque
ranking	n:ranking
hummus	n:hummus
montenegro	n:Montenegro
nitro	n:nitro
nitro-	?:nitro-
tanga	n:G-string
maña	n:skill
protector	n:protector|adj:protective
secretarial	adj:secretarial
duro	n:hardball|adj:hard
carretera	n:road
ruta	n:highway
viento	n:wind
frontera	n:border
siempre	adv:always
cada	?:each
tristeza	n:sadness
mejor	adj:better|adv:better
capoeira	n:capoeira
ilegal	n:illegal immigrant|adj:illegal
peruano	adj:Peruvian
autoridad	n:authority
ceuta	n:Ceuta
caminar	v:to go on
dolor	n:pain
respirar	v:to breathe
bienvenida	n:welcome|?:welcome
soda	n:soda
electoral	adj:electoral
elector	n:voter
cariño	n:affection
sidecar	n:sidecar
mari	n:Mari|adj:Mari
taza	n:cup
carajo	n:cock|?:shit! fuck!
espresso	n:espresso
dato	n:datum
dativo	adj:dative
digo	?:I mean
boda	n:wedding
regalo	n:present
gules	n:gules|adj:gules
beatles	n:Beatles
traductor	n:translator|adj:translating
browser	n:web browser
litro	n:litre
roda	n:cutwater
dux	n:doge
planar	adj:planar
pelvis	n:pelvis
dimensional	adj:dimensional
definición	n:definition
kk	n:poop
cervical	adj:cervical
penitente	n:penitent
castor	n:beaver
reggae	n:reggae
abo	n:Turku
ada	n:Adah
agar	n:Hagar
amor	n:a surname
ana	n:Ana
aquila	n:Aquila
argo	n:Argo
aries	n:Aries
baker	n:a department of Chile
batman	n:Batman
baz	n:a surname
beda	n:Bede
bianca	n:a female given name
buffalo	n:Buffalo
c	n:knight
cam	n:Ham
candida	n:a female given name
ciro	n:Cyrus
corvus	n:Corvus
crater	n:Crater
cronos	n:Cronus
crux	n:Southern Cross
cygnus	n:Cygnus
d	n:queen
draco	n:Draco
elio	n:a surname
ester	n:Esther
excel	n:Excel
gad	n:Gad
genesis	n:Sega Genesis
google	n:Google
hamlet	n:Hamlet
hydra	n:Hydra
iso	n:ISO
job	n:Job
johnson	n:a surname from English
leto	n:Leto
lot	n:Lot
macao	n:Macau (a city
moa	n:a city in Holguín
nix	n:Nyx
phoenix	n:Phoenix
piscis	n:Pisces
ponce	n:a surname
r	n:king
reich	n:Reich
riga	n:Riga
rut	n:Ruth
ruth	n:a female given name
schwarz	n:a surname from German
sem	n:Shem
stein	n:a surname from German
stern	n:a surname from German
t	n:rook
tales	n:Thales
uds	?:you
ur	n:Ur
volta	n:Volta
vulcano	n:Vulcan
york	n:York
zia	n:a pueblo in New Mexico
boutique	n:boutique
mio	?:meow
floral	adj:flower
peninsular	adj:peninsular
fula	n:a U.S. dollar
afar	n:Afar
akan	n:Akan
bermuda	n:Bermuda shorts
cu	n:Name of the letter q
cs	n:spoonfuls
pm	adv:p.m.
champagne	n:champagne
fortaleza	n:fortress
auge	n:boom
polen	n:pollen
bache	n:pothole
locker	n:locker
kilimanjaro	n:Kilimanjaro
mohawk	n:Mohawk
quechua	n:Quechua|adj:Quechuan
navajo	n:Navajo|adj:Navajo
lakota	n:Lakota
thai	n:Thai
farsi	n:Farsi
adonis	n:Adonis
braille	n:braille
muscular	adj:muscular
pronunciar	v:to deliver a lecture
raíz	n:root
plato	n:plate
rota	n:female equivalent of roto
milano	n:kite
lluvia	n:rain
tamil	n:a Tamil person|adj:Tamil
ingle	n:groin
vaya	n:joke|?:expresses surprise: wow!
hungría	n:Hungary
hilo	n:thread
lingüística	n:linguistics
vencer	v:to beat
inglaterra	n:England
inglesa	n:Englishwoman
proteger	v:to protect
mc	n:McDonald's
protección	n:protection
austero	adj:austere
latina	n:a Latina
acro-	?:acro-
wolof	n:Wolof|adj:Wolof
oler	v:to suspect
huir	v:to avoid
venecia	n:Venice
creatura	n:creature
noruega	n:Norway
cian	n:cyan|adj:cyan
llegue	n:stab
traducir	v:to translate
papiamento	n:Papiamento
pebetero	n:a censer
jovial	adj:cheerful
borracho	n:drunkard|adj:drunk
feb	n:February
internet	n:internet
elegir	v:to choose
paki	n:Pakistani
ópalo	n:opal
bebida	n:drink
unir	v:to unite
inuit	n:Inuit|adj:Inuit
orden	n:order
rinde	n:output
cambio	n:change|?:over
lacrimal	n:lachrymal|adj:lachrymal
frappuccino	n:frappuccino
cupcake	n:cupcake
divisor	n:divisor|adj:dividing
prole	n:progeny
preso	n:prisoner|adj:imprisoned
prenda	n:garment
prender	v:to take
vertebral	adj:vertebral
miércoles	n:Wednesday|?:shoot!
viernes	n:Friday
vibrato	n:vibrato
jura	n:oath
hojarasca	n:leaf litter
gleba	n:clod
inimitable	adj:inimitable
ginkgo	n:ginkgo
florido	adj:flowery
cebuano	n:Cebuano|adj:Cebuano
cuarenta	n:forty
unilateral	adj:unilateral
lamia	n:lamia
recursivo	adj:recursive
fuego	n:fire|?:fire!
haz	n:bundle
magnolia	n:magnolia
lucir	v:to look like
lápiz	n:pencil
chola	n:noggin
urdu	n:Urdu
andes	n:the Andes
abel	n:Abel
impresión	n:impression
reunir	v:to meet
amado	n:a surname|adj:beloved
calor	n:heat
empezar	v:to be started
reunión	n:meeting
cutis	n:skin
yokohama	n:Yokohama
lustre	n:lustre
tse	n:Europen health insurance card
arterial	adj:arterial
dermatitis	n:dermatitis
virreina	n:vicereine
construir	v:to build
pirineos	n:Pyrenees
apellido	n:surname
prohibir	v:to forbid
enfriar	v:to get cold
guaraní	n:Guaraní|adj:Guaraní
minuta	n:rough draft
encender	v:to light
islam	n:Islam
login	n:login
manila	n:manila
nacer	v:to be born
nazca	n:Nazca
scoop	n:news scoop
planeta	n:planet
raja	n:a slit
hindi	n:Hindi
momento	n:moment
injuria	n:injury
hepatitis	n:hepatitis
apoyar	v:to be based
urea	n:urea
culpable	n:culpable person|adj:guilty
feminazi	n:feminazi|adj:feminazi
defender	v:to get by
grunge	n:grunge
divisible	adj:divisible
dengue	n:dengue
demostrar	v:to show
fuerte	n:fort|adj:strong|adv:hard
cocer	v:to boil
continuar	v:to go off on
corazones	n:hearts
oye	?:hey! listen!
oiga	?:hey
leishmaniasis	n:leishmaniasis
memento	n:memento
eres	v:you are
binocular	n:binoculars|adj:binocular
raya	n:line
volando	adj:in flight
oscuridad	n:darkness
así	adv:like this
continuo	n:unity|adj:continual
perra	n:(“dog”): bitch, female dog
islandia	n:Iceland
areola	n:areola
estudiar	v:to study
estudio	n:study
ácido	n:acid|adj:sharp
busca	n:search
vivo	adj:alive
doce	n:twelve
trece	n:thirteen
catorce	n:fourteen
poco	n:little|adv:little|?:little
americano	n:American|adj:American
proyecto	n:project
nene	n:young child
taco	n:peg
halloween	n:Halloween
contra	n:con|adv:opposite|prep:against
taquito	n:a rolled-up taco
taquería	n:taqueria
meco	n:semen|adj:brown-colored
proyectar	v:to show
aeropuerto	n:airport
tartar	n:tartar
monte	n:mountain
reír	v:to laugh
ría	n:mouth of a river
detective	n:detective
rayo	n:beam
berlina	n:a sedan
valgo	adj:turned outward
argüir	v:to argue
kevlar	n:Kevlar
emir	n:emir
morir	v:to be dying
fijar	v:to notice
perú	n:Peru
panamá	n:Panama
hielo	n:ice
helar	v:to freeze
doodle	n:doodle
herir	v:to hurt
reo	n:defendant|adj:accused of a crime
intifada	n:intifada
medina	n:Medina (a major city
adl	n:Liga Antidifamación
registrar	v:to check in
destruir	v:to destroy
sura	n:sura
roja	n:Red; communist
rojas	n:a surname
lolita	n:lolita
xhosa	n:Xhosa|adj:Xhosa
medio	n:half|adj:half|adv:half
hangul	n:hangul
impro	n:improv
pastiche	n:pastiche
forro	n:lining
acordar	v:to remember
rpm	n:prelabor rupture of membranes
iam	n:acute myocardial infarction
rca	n:Central African Republic
gao	n:Organized Armed Groups
gafas	n:eyeglasses
pasear	v:to take a walk
lamentable	adj:lamentable
autostop	n:hitchhiking
hace	prep:ago
uro-	?:uro-
sentimental	adj:sentimental
ciencia	n:science
víctima	n:victim
gritar	v:to shout
freír	v:to fry
urogenital	adj:genitourinary
coloquial	adj:colloquial
marcha	n:march
klingon	n:Klingon|adj:Klingon
héroe	n:hero
sueño	n:sleep
cochino	n:pig|adj:dirty
retro	adj:retro
tomar	v:to make
guerrilla	n:guerrilla
probar	v:to be tested
retro-	?:retro-
facto	n:fact
guillermo	n:a male given name
descafeinado	n:decaf|adj:decaffeinated
chido	adj:cool
jueces	n:judges
jugar	v:to play
literal	adj:literal|adv:literally
ppe	n:EPP (European People's Party)
faa	n:FAA
abs	n:ABS
pac	n:comité de acción política
ll	?:elle
cilantro	n:coriander
unto	n:ointment
hacking	n:hacking
amante	n:lover|adj:loving
colitis	n:colitis
vs	prep:vs.
haya	n:beech
gingivitis	n:gingivitis
oc	?:K.
empuñadura	n:hilt
wildcard	n:wildcard
retinitis	n:retinitis
fluir	v:to flow
vascular	adj:vascular
presunto	adj:presumed
mutable	adj:rare form of mudable
patricia	n:a female given name
disney	n:Disney
to'	adj:very
memo	n:idiot|adj:silly
lanzar	v:to release
andrade	n:a surname
bagdad	n:Baghdad
stripper	n:stripper
hopes	v:only used in te hopes
diuresis	n:diuresis
midi	n:midi
maxi	n:maxi
cerca	n:stone wall|adv:close
cercano	adj:near
bestial	adj:beastly
dong	n:dong
curie	n:curie
mandarina	n:mandarine
perestroika	n:perestroika
rectal	adj:rectal
microchip	n:microchip
pcr	n:synonym of RCP
peritonitis	n:peritonitis
malware	n:malware
app	n:app
tarot	n:tarot
checkout	n:checkout
cheerleader	n:cheerleader
pineal	adj:pineal
ura	n:pussy
temer	v:to be afraid
sudor	n:sweat
reversible	adj:reversible
temperamental	adj:temperamental
tca	n:eating disorder
repo	n:a bush
valva	n:valve
filipino	n:Filipino (language)
sami	n:Sami|adj:Sami
eurasia	n:Eurasia
sahel	n:Sahel
ipc	n:consumer price index, CPI
pp	n:People's Party
eri	v:you are
mitosis	n:mitosis
sinusitis	n:sinusitis
sota	n:jack|prep:beneath
grill	n:grill
arpa	n:harp
ara	n:altar|adj:ARA
aro	n:hoop
alcaide	n:warden
asu	?:damn
royalties	n:royalties
abacial	adj:abbatial
lato	adj:dilated
gravamen	n:tax
bote	n:boat
brahman	n:Brahman
poni	n:pony
parta	n:Parthian|adj:Parthian
techno	n:techno
ceres	n:Ceres
homeostasis	n:homeostasis
calma	n:calm
peto	n:overalls
anoxia	n:anoxia
pino	n:pine
pella	n:lump
ballet	n:ballet
bruno	n:a male given name|adj:dark brown
anejo	n:accompaniment|adj:attached
bajo	n:bass|adj:short|adv:low
commodity	n:commodity
bodega	n:cellar
slider	n:slider
sah	n:shah
poder	n:power|v:to be able to
spinning	n:spinning
liner	n:liner
catcher	n:catcher
lepra	n:leprosy
sari	n:sari
dócil	adj:docile
striptease	n:striptease
detector	n:detector|adj:detecting
enclave	n:enclave
karst	n:karst
verga	n:pole|?:damn!
bulla	n:rowdiness
intravascular	adj:intravascular
kindergarten	n:kindergarten
neuralgia	n:neuralgia
lumpen	n:underclass
sii	n:Internal Revenue Service|?:iff
marihuana	n:marijuana
insignia	n:badge
luchador	n:fighter|adj:fighting
fervor	n:fervor
pres	n:press
outsider	n:outsider
ataxia	n:ataxia
bourbon	n:bourbon
territorial	adj:territorial
testimonial	adj:testimonial
aparecer	v:to appear
aprender	v:to learn (to acquire
bullpen	n:bullpen
modular	v:to modulate|adj:modular
sociable	adj:sociable
muelle	n:spring|adj:soft
embarcadero	n:embarcadero
carota	n:cool customer
chela	n:beer
palomino	n:palomino
acérrimo	adj:bitter
tetris	n:Tetris
textual	adj:exact
botnet	n:botnet
auch	?:expression of pain
estrenar	v:to use for the first time
apenas	adv:barely
cerveza	n:beer
padres	n:parents
recto	n:rectum|adj:straight (not crooked
guay	adj:cool|adv:cool|?:cool
verso	n:verse|adj:versed
sed	n:thirst
nelson	n:Nelson|adv:synonym of nel
skateboard	n:skateboard
restaurante	n:restaurant
restorán	n:restaurant
pillar	v:to get
playboy	n:playboy
trapezoidal	adj:trapezoidal
dubrovnik	n:Dubrovnik
proverbial	adj:proverbial
béisbol	n:baseball
semana	n:week
ebro	n:Ebro
esfera	n:sphere
polilla	n:moth
puta	n:whore|?:fuck! shit!
cuchara	n:spoon
blender	n:blender
mixer	n:mixer
zodiacal	adj:zodiacal
fragor	n:clamour
cras	adv:tomorrow
nilo	n:the Nile
chofer	n:chauffeur
école	?:exactly!
pudin	n:pudding
pudín	n:pudding
alfombra	n:carpet
cero	n:zero
rincón	n:corner (inside)
esquina	n:corner
tupperware	n:Tupperware container
habanera	n:habanera
judicial	adj:judicial
inflexible	adj:inflexible
bolos	n:bowling
cachorro	n:puppy
abrelatas	n:can opener/can-opener
postmortem	n:post mortem
zine	n:zine
producir	v:to produce
talmud	n:the Talmud
cepa	n:variety
soñar	v:to dream
sueno	n:sound
sonido	n:sound
dólar	n:dollar
zzz	?:zzz
daiquiri	n:daiquiri
fila	n:line
echar	v:to take
pajilla	n:drinking straw
miso	n:miso
azabache	n:jet|adj:of a jet color
diversión	n:fun
nombre	n:name|?:wow!
ceremonial	adj:ceremonial
implacable	adj:implacable
imperturbable	adj:imperturbable
impermeable	n:raincoat|adj:impermeable
lavandería	n:laundry
platería	n:silver shop / store
pastelería	n:pastry shop
papelería	n:stationery shop / store
dulcería	n:confectioner's shop
autoclave	n:autoclave
finlandés	n:a Finn|adj:Finnish
ayudar	v:to help
rapaz	n:bird of prey|adj:rapacious
kowalski	n:a surname from Polish
suspense	n:suspense
levitar	v:to levitate
veinte	n:twenty
treinta	n:thirty
cincuenta	n:fifty
setenta	n:seventy
ochenta	n:eighty
ciento	n:one hundred (100)
pared	n:wall
cela	n:a surname from Galician
perceptible	adj:perceptible
tique	n:ticket
teme	n:teme
dinar	n:dinar
honorable	adj:honorable
esperar	v:to be expected
esperanza	n:hope
mostrar	v:to show
pigmeo	n:pygmy|adj:pygmy
cabello	n:hair
bigote	n:moustache
extensor	n:extensor|adj:extending
flexor	adj:flexor
hoja	n:blade
mota	n:marijuana
crónica	n:chronicle
-ejo	?:forms diminutives
sensor	n:sensor|adj:acting as a sensor
grava	n:gravel
jaro	adj:reddish
inescapable	adj:inescapable
lumbago	n:lumbago
granular	v:to granulate|adj:granular
tuxedo	n:tuxedo
cuando	adv:when|?:when
sepsis	n:sepsis
salmo	n:psalm
soledad	n:solitude
huitlacoche	n:corn smut
autobús	n:bus
hongo	n:fungus
champiñón	n:button mushroom
seta	n:mushroom
nieve	n:snow
donde	adv:where|prep:by|?:because
troy	adj:troy
draga	n:dredger
ey	?:hey!
sector	n:section
ambos	adj:both|?:both
lugar	n:place
bogotá	n:Bogota
atlanta	n:Atlanta
tero	n:terutero
tribunal	n:court
talar	n:tala grove|v:to fell
porque	?:because
debutante	n:debutant|adj:novice
enseñar	v:to show
sorprender	v:to surprise
escuela	n:school
meso-	?:meso-
ron	n:rum
disponible	adj:available
peine	n:comb
bacalao	n:cod
botones	n:bellboy
tricolor	n:tricolour|adj:tricolor
paleo-	?:paleo-
nota	n:note
planta	n:plant
selector	n:selector|adj:selecting
desa	?:of that
gondwana	n:Gondwana
velociraptor	n:velociraptor
senda	n:footpath
sumar	v:to add
at	n:OT
sublime	adj:sublime
palestina	n:a town in Guayas
anticlerical	adj:anticlerical
hin	?:neigh
ganga	n:bargain
falla	n:flaw
gilgamesh	n:Gilgamesh
ginseng	n:ginseng
dondequiera	adv:anywhere
ramen	n:ramen
roble	n:oak
esnob	n:snob
blooper	n:blooper
bluegrass	n:bluegrass
bundestag	n:Bundestag
camino	n:way
subliminal	adj:subliminal
machete	n:machete
bilateral	adj:bilateral
erica	n:a female given name
tutor	n:guardian
toque	n:a touch
var	n:video assistant referee
tía	n:woman
madriguera	n:burrow
bdsm	n:BDSM
webinar	n:webinar
firewall	n:firewall
tilapia	n:tilapia
indicator	n:honeyguide
indeclinable	adj:indeclinable
filo	n:edge|?:whatever
ídolo	n:idol
snowboard	n:snowboarding
catatonia	n:catatonia
freelance	n:freelancer|adj:freelance
dictatorial	adj:dictatorial
steampunk	n:steampunk
streamer	n:streamer
polar	adj:polar
rita	n:a female given name
neotropical	adj:neotropical
cedo	adv:quickly
novena	n:novena
abajo	adv:down|?:down with
aconsejar	v:to advise
maquis	n:maquis
lineup	n:lineup
jingle	n:jingle
tinta	n:ink
serie	n:series
indisputable	adj:indisputable
monto	n:amount
paco	n:llama|adj:reddish
lentes	n:eyeglasses
tela	n:cloth|adv:loads
montaña	n:mountain
verano	n:summer
invierno	n:winter
sendero	n:trail
niño	n:child
inextricable	adj:inextricable
recluta	n:recruitment
celo	n:zeal
pericles	n:Pericles
fitness	n:fitness
mapping	n:mapping
cacique	n:chieftain
cifra	n:digit
garrafa	n:carafe
posta	n:staging post for horses|adj:excellent|adv:exactly
diario	n:diary|adj:daily
innumerable	adj:innumerable
antiviral	adj:antiviral
castell	n:castell
antivirus	n:antivirus
ficus	n:ficus
bullying	n:bullying
goto	n:goto
ravioli	n:ravioli
jogging	n:running
sus	?:c'mon
fon	n:phone
barracuda	n:barracuda
anguila	n:eel
brainstorming	n:brainstorming
prestar	v:to take
grana	n:seeding
incidental	adj:incidental
casting	n:casting
afro-	?:Afro-
impenetrable	adj:impenetrable
laca	n:lacquer
arc	adj:ARC
parce	n:friend
temblor	n:tremor
superconductor	n:superconductor|adj:superconductive
hispano	adj:Spanish
cara	n:face
leyenda	n:legend
neuritis	n:neuritis
alcanzar	v:to be enough
baguette	n:baguette
página	n:page
chardonnay	n:Chardonnay
tope	n:butt|adv:really
elemental	n:elemental|adj:elemental
calzone	n:calzone
nivel	n:level
bastar	v:to be enough
panty	n:pantyhose
delfín	n:dolphin
trifecta	n:trifecta
tokio	n:Tokyo
ysabel	n:a female given name
isabel	n:a female given name
carioca	n:a Brazilian|adj:Carioca (of
cantata	n:cantata
dacha	n:dacha
detente	n:détente
ancho	n:width|adj:wide
mantis	n:mantis
grama	n:grass
mantel	n:tablecloth
chaque	n:a dish from Arequipa
lobby	n:lobby
puré	n:puree
fondue	n:fondue
muslo	n:thigh
crepuscular	adj:crepuscular
memorable	adj:memorable
trimestre	n:trimester
paulo	n:a male given name
hugo	n:a male given name
antitrust	adj:antitrust
brujería	n:sorcery
bully	n:bully
indispensable	adj:indispensable
chucha	n:cunt|?:fuck!
perla	n:pearl
foto	n:photo
mamut	n:mammoth
buffer	n:buffer
crochet	n:crocket
dinero	n:money
diva	n:diva
arras	n:downpayment
aficionado	n:fan|adj:fond
ensemble	n:ensemble
demanda	n:demand
alfonso	n:a male given name
cama	n:bed
paranormal	adj:paranormal
djinn	n:jinn
leva	n:draft
actitud	n:posture
agradable	adj:agreeable
ahorrar	v:to save
metra	n:marble
aspecto	n:aspect
nabo	n:turnip
maya	n:Maya|adj:Mayan
ictus	n:stroke
arteria	n:artery
gen	n:gene
buda	n:Buddha
csd	n:High Council for Sports
lisboa	n:Lisbon
dili	n:Dili
borneo	n:Borneo
lao	n:Lao|adj:Lao
hormonal	adj:hormonal
moho	n:a province of Puno
joel	n:Joel
paddock	n:paddock
nata	n:cream
leve	adj:mild
anata	n:annate
nona	n:Nana
invaluable	adj:invaluable
egeo	adj:Aegean
pro-	?:pro-
caudal	n:flow|adj:caudal
morder	v:to wear away
ibidem	adv:ibidem
básico	adj:basic
aula	n:classroom
fugaz	adj:fleeting
estrella	n:star
quia	?:denotes incredulity
irremediable	adj:irremediable
semestre	n:semester
confines	n:Confines
rif	n:reducción de personal
custodia	n:custody
gigantes	n:the San Francisco Giants
charlar	v:to chat
comprender	v:to understand
pichón	n:young pigeon or dove
palomar	n:dovecot
infernal	adj:hell
exo-	?:exo-
azrael	n:Azrael
drugstore	n:drugstore
ductal	adj:ductal
cecilia	n:a female given name
curro	n:job|adj:handsome
carácter	n:character
parola	n:verbosity
manar	v:to flow
asa	n:ear
malayalam	n:Malayalam
kawaii	adj:kawaii
canciller	n:chancellor
madrugada	n:dawn
pedido	n:order
captura	n:capture
extradición	n:extradition
colaborador	n:collaborator
cancillería	n:chancery
tratado	n:treaty
comisión	n:committee
posibilidad	n:possibility
despedida	n:farewell
prensa	n:press
mandatario	n:head of state
avión	n:aeroplane
llegada	n:arrival
esfuerzo	n:effort
presidencia	n:presidency
barrio	n:neighbourhood
oriente	n:east
arresto	n:arrest
investigación	n:investigation
chequeo	n:check
viaje	n:voyage
decisión	n:decision
retorno	n:return
mensaje	n:message
exilio	n:exile
hospitalidad	n:hospitality
